stratum,name,repo_canonical,rule,note
joss,OnToCode: Template-based code-generation from ontologies,gitlab.com/dlr-dw/ontocode,R5_non_github_host,
joss,Tools for Prototyping with 3D Ultrasonics in ROS,gitlab.com/toposens/public/ros-packages,R5_non_github_host,
joss,Basicsums: A Python package for computing structural sums and the effective conductivity of random composites,bitbucket.org/basicsums/basicsums,R5_non_github_host,
joss,treex: a Python package for manipulating rooted trees,gitlab.inria.fr/azais/treex,R5_non_github_host,
joss,dolfin-adjoint 2018.1: automated adjoints for FEniCS and Firedrake,bitbucket.org/dolfin-adjoint/pyadjoint,R5_non_github_host,
joss,QComms QKD Software Toolkit,gitlab.com/qcomms/cqptoolkit,R5_non_github_host,
joss,HCP: A Matlab package to create beautiful heatmaps with richly annotated covariates,bitbucket.org/manuela_s/hcp,R5_non_github_host,
joss,"scikit-finite-diff, a new tool for PDE solving",gitlab.com/celliern/scikit-fdiff,R5_non_github_host,
joss,AMReX: a framework for block-structured adaptive mesh refinement,github.com/amrex-codes/amrex,R1_corpus_overlap,
joss,mpi4py-fft: Parallel Fast Fourier Transforms with MPI for Python,bitbucket.org/mpi4py/mpi4py-fft,R5_non_github_host,
joss,Ocellaris: a DG FEM solver for free-surface flows,bitbucket.org/ocellarisproject/ocellaris,R5_non_github_host,
joss,WEdiff: A Python and C++ package for automatic differentiation,bitbucket.org/cdegroot/wediff,R5_non_github_host,
joss,GrainSizeTools: a Python script for grain size analysis and paleopiezometry based on grain size,marcoalopez.github.io/grainsizetools,R5_non_github_host,
joss,quimb: A python package for quantum information and many-body calculations,github.com/jcmgray/quimb,R1_corpus_overlap,
joss,skijumpdesign: A Ski Jump Design Tool for Specified Equivalent Fall Height,gitlab.com/moorepants/skijumpdesign,R5_non_github_host,
joss,"pysrim: Automation, Analysis, and Plotting of SRIM Calculations",gitlab.com/costrouc/pysrim,R5_non_github_host,
joss,rowan: A Python package for working with quaternions,bitbucket.org/glotzer/rowan,R5_non_github_host,
joss,The MCAPL Framework including the Agent Infrastructure Layer an Agent Java Pathfinder,sourceforge.net/p/mcapl/mcapl_code/ci/master/tree,R5_non_github_host,
joss,Temporalis: an open source software for dynamic LCA,bitbucket.org/cardosan/brightway2-temporalis,R5_non_github_host,
joss,BATMAN: Statistical analysis for expensive computer codes made easy,gitlab.com/cerfacs/batman,R5_non_github_host,
joss,The drake R package: a pipeline toolkit for reproducibility and high-performance computing,github.com/ropensci/drake,R1_corpus_overlap,
joss,FullSWOF: Full Shallow-Water equations for Overland Flow,idpoisson.fr/fullswof,R5_non_github_host,
joss,Grafoscopio: A moldable tool for literate computing and reproducible research,mutabit.com/repos.fossil/grafoscopio,R5_non_github_host,
joss,ComPlot: Comparison Plotter to visually evaluate ocean model simulations,savannah.nongnu.org/projects/complot,R5_non_github_host,
joss,CLOOPSy - Copernicus Land cOver crOwdsourcing Platform for Sentinel-based mapping,bitbucket.org/cloopsy/android,R5_non_github_host,
joss,cbcbeat: an adjoint-enabled framework for computational cardiac electrophysiology,bitbucket.org/meg/cbcbeat,R5_non_github_host,
joss,Brightway: An open source framework for Life Cycle Assessment,bitbucket.org/cmutel/brightway2,R5_non_github_host,
joss,FRIEDA: Flexible Robust Intelligent Elastic Data Management Framework,bitbucket.org/dghoshal/frieda,R5_non_github_host,
pyopensci,solar-wavelength-calibration,bitbucket.org/dkistdc/solar-wavelength-calibration,R5_non_github_host,
pyopensci,GREOPy,codeberg.org/jphackstein/greopy,R5_non_github_host,
pyopensci,GALAssify,gitlab.com/astrogal/galassify,R5_non_github_host,
pyopensci,Fluidimage,foss.heptapod.net/fluiddyn/fluidimage,R5_non_github_host,
